L P minL maxL minP maxP u
0.11186523437500001 0.01025390625 0.10703125 0.1140625 0.00546875 0.0109375 -0.09
0.10747070312500001 0.011621093749999999 0.10703125 0.1140625 0.0109375 0.021875 -0.07
0.10043945312500001 0.022558593749999998 0.1 0.10087890625000001 0.021875 0.023242187499999997 3.469446951953614E-18
0.10043945312500001 0.02392578125 0.1 0.10087890625000001 0.023242187499999997 0.024609374999999996 3.469446951953614E-18
0.101318359375 0.02392578125 0.10087890625000001 0.1017578125 0.021875 0.024609374999999996 -0.009999999999999997
0.10043945312500001 0.02529296875 0.1 0.10087890625000001 0.024609374999999996 0.025976562499999994 3.469446951953614E-18
0.10043945312500001 0.026660156249999997 0.1 0.10087890625000001 0.025976562499999994 0.027343749999999997 3.469446951953614E-18
0.101318359375 0.026660156249999997 0.10087890625000001 0.1017578125 0.024609374999999996 0.027343749999999997 -0.009999999999999997
0.102197265625 0.02529296875 0.1017578125 0.103515625 0.021875 0.027343749999999997 -0.019999999999999997
0.10043945312500001 0.02802734375 0.1 0.10087890625000001 0.027343749999999997 0.0287109375 3.469446951953614E-18
0.10043945312500001 0.029394531249999998 0.1 0.10087890625000001 0.0287109375 0.030078124999999997 3.469446951953614E-18
0.101318359375 0.02802734375 0.10087890625000001 0.1017578125 0.027343749999999997 0.030078124999999997 -0.009999999999999997
0.10043945312500001 0.030761718749999997 0.1 0.10087890625000001 0.030078124999999997 0.031445312499999996 3.469446951953614E-18
0.10043945312500001 0.03212890625 0.1 0.10087890625000001 0.031445312499999996 0.032812499999999994 3.469446951953614E-18
0.101318359375 0.03212890625 0.10087890625000001 0.1017578125 0.030078124999999997 0.032812499999999994 -0.009999999999999997
0.102197265625 0.03212890625 0.1017578125 0.103515625 0.027343749999999997 0.032812499999999994 -0.019999999999999997
0.10483398437500001 0.030761718749999997 0.103515625 0.10703125 0.021875 0.032812499999999994 -0.04
0.10043945312500001 0.03349609375 0.1 0.10087890625000001 0.032812499999999994 0.03417968749999999 3.469446951953614E-18
0.10043945312500001 0.034863281249999996 0.1 0.10087890625000001 0.03417968749999999 0.03554687499999999 3.469446951953614E-18
0.101318359375 0.034863281249999996 0.10087890625000001 0.1017578125 0.032812499999999994 0.03554687499999999 -0.009999999999999997
0.10043945312500001 0.036230468749999994 0.1 0.10087890625000001 0.03554687499999999 0.0369140625 3.469446951953614E-18
0.10043945312500001 0.03759765625 0.1 0.10087890625000001 0.0369140625 0.038281249999999996 3.469446951953614E-18
0.101318359375 0.03759765625 0.10087890625000001 0.1017578125 0.03554687499999999 0.038281249999999996 -0.009999999999999997
0.102197265625 0.036230468749999994 0.1017578125 0.103515625 0.032812499999999994 0.038281249999999996 -0.019999999999999997
0.10043945312500001 0.03896484375 0.1 0.10087890625000001 0.038281249999999996 0.039648437499999994 3.469446951953614E-18
0.10043945312500001 0.04033203125 0.1 0.10087890625000001 0.039648437499999994 0.041015625 3.469446951953614E-18
0.101318359375 0.04033203125 0.10087890625000001 0.1017578125 0.038281249999999996 0.041015625 -0.009999999999999997
0.10043945312500001 0.041699218749999996 0.1 0.10087890625000001 0.041015625 0.0423828125 3.469446951953614E-18
0.10043945312500001 0.043066406249999994 0.1 0.10087890625000001 0.0423828125 0.04375 3.469446951953614E-18
0.101318359375 0.043066406249999994 0.10087890625000001 0.1017578125 0.041015625 0.04375 -0.009999999999999997
0.10307617187500001 0.041699218749999996 0.1017578125 0.103515625 0.038281249999999996 0.04375 -0.03
0.105712890625 0.03759765625 0.103515625 0.10703125 0.032812499999999994 0.04375 -0.05
0.112744140625 0.03212890625 0.10703125 0.1140625 0.021875 0.04375 -0.09
0.114501953125 6.8359375E-4 0.1140625 0.11494140624999999 0.0 0.0013671875 -0.09
0.115380859375 6.8359375E-4 0.11494140624999999 0.1158203125 0.0 0.0013671875 -0.09
0.114501953125 0.0020507812499999997 0.1140625 0.1158203125 0.0013671875 0.002734375 -0.09
0.11625976562500001 6.8359375E-4 0.1158203125 0.11669921875 0.0 0.0013671875 -0.09
0.117138671875 6.8359375E-4 0.11669921875 0.117578125 0.0 0.0013671875 -0.09
0.11625976562500001 0.0020507812499999997 0.1158203125 0.117578125 0.0013671875 0.002734375 -0.09
0.117138671875 0.00341796875 0.1140625 0.117578125 0.002734375 0.00546875 -0.09
0.11801757812500001 6.8359375E-4 0.117578125 0.11845703125000001 0.0 0.0013671875 -0.09
0.118896484375 6.8359375E-4 0.11845703125000001 0.1193359375 0.0 0.0013671875 -0.09
0.11801757812500001 0.0020507812499999997 0.117578125 0.1193359375 0.0013671875 0.002734375 -0.09
0.119775390625 6.8359375E-4 0.1193359375 0.12021484375 0.0 0.0013671875 -0.09
0.12065429687500001 6.8359375E-4 0.12021484375 0.12109375 0.0 0.0013671875 -0.09
0.119775390625 0.0020507812499999997 0.1193359375 0.12109375 0.0013671875 0.002734375 -0.09
0.118896484375 0.00341796875 0.117578125 0.12109375 0.002734375 0.00546875 -0.09
0.12065429687500001 0.01025390625 0.1140625 0.12109375 0.00546875 0.0109375 -0.09
0.121533203125 6.8359375E-4 0.12109375 0.12197265625 0.0 0.0013671875 -0.09
0.12241210937500001 6.8359375E-4 0.12197265625 0.1228515625 0.0 0.0013671875 -0.09
0.121533203125 0.0020507812499999997 0.12109375 0.1228515625 0.0013671875 0.002734375 -0.09
0.123291015625 6.8359375E-4 0.1228515625 0.12373046874999999 0.0 0.0013671875 -0.09
0.124169921875 6.8359375E-4 0.12373046874999999 0.124609375 0.0 0.0013671875 -0.09
0.124169921875 0.0020507812499999997 0.1228515625 0.124609375 0.0013671875 0.002734375 -0.09
0.123291015625 0.00341796875 0.12109375 0.124609375 0.002734375 0.00546875 -0.09
0.125048828125 6.8359375E-4 0.124609375 0.12548828125 0.0 0.0013671875 -0.09
0.12592773437500002 6.8359375E-4 0.12548828125 0.12636718749999998 0.0 0.0013671875 -0.09
0.125048828125 0.0020507812499999997 0.124609375 0.12636718749999998 0.0013671875 0.002734375 -0.09
0.126806640625 6.8359375E-4 0.12636718749999998 0.12724609374999998 0.0 0.0013671875 -0.09
0.127685546875 6.8359375E-4 0.12724609374999998 0.128125 0.0 0.0013671875 -0.09
0.127685546875 0.0020507812499999997 0.12636718749999998 0.128125 0.0013671875 0.002734375 -0.09
0.125048828125 0.00341796875 0.124609375 0.128125 0.002734375 0.00546875 -0.09
0.121533203125 0.01025390625 0.12109375 0.128125 0.00546875 0.0109375 -0.09
0.12592773437500002 0.011621093749999999 0.1140625 0.128125 0.0109375 0.021875 -0.09
0.118896484375 0.034863281249999996 0.1140625 0.128125 0.021875 0.04375 -0.09
0.10043945312500001 0.04443359375 0.1 0.10087890625000001 0.04375 0.045117187499999996 3.469446951953614E-18
0.10043945312500001 0.04580078125 0.1 0.10087890625000001 0.045117187499999996 0.046484374999999994 3.469446951953614E-18
0.101318359375 0.04580078125 0.10087890625000001 0.1017578125 0.04375 0.046484374999999994 -0.009999999999999997
0.10043945312500001 0.04716796875 0.1 0.10087890625000001 0.046484374999999994 0.04785156249999999 3.469446951953614E-18
0.10043945312500001 0.048535156249999996 0.1 0.10087890625000001 0.04785156249999999 0.04921874999999999 3.469446951953614E-18
0.101318359375 0.048535156249999996 0.10087890625000001 0.1017578125 0.046484374999999994 0.04921874999999999 -0.009999999999999997
0.10307617187500001 0.04716796875 0.1017578125 0.103515625 0.04375 0.04921874999999999 -0.03
0.10043945312500001 0.049902343749999994 0.1 0.10087890625000001 0.04921874999999999 0.05058593749999999 3.469446951953614E-18
0.10043945312500001 0.05126953125 0.1 0.10087890625000001 0.05058593749999999 0.05195312499999999 3.469446951953614E-18
0.101318359375 0.05126953125 0.10087890625000001 0.1017578125 0.04921874999999999 0.05195312499999999 -0.009999999999999997
0.10043945312500001 0.05263671875 0.1 0.10087890625000001 0.05195312499999999 0.053320312499999994 3.469446951953614E-18
0.10043945312500001 0.05400390625 0.1 0.10087890625000001 0.053320312499999994 0.05468749999999999 3.469446951953614E-18
0.101318359375 0.05263671875 0.10087890625000001 0.1017578125 0.05195312499999999 0.05468749999999999 -0.009999999999999997
0.10307617187500001 0.05126953125 0.1017578125 0.103515625 0.04921874999999999 0.05468749999999999 -0.03
0.10483398437500001 0.05400390625 0.103515625 0.10703125 0.04375 0.05468749999999999 -0.04
0.10043945312500001 0.055371093749999996 0.1 0.10087890625000001 0.05468749999999999 0.05605468749999999 3.469446951953614E-18
0.10043945312500001 0.056738281249999994 0.1 0.10087890625000001 0.05605468749999999 0.057421875 3.469446951953614E-18
0.101318359375 0.055371093749999996 0.10087890625000001 0.1017578125 0.05468749999999999 0.057421875 -0.009999999999999997
0.10043945312500001 0.05810546874999999 0.1 0.10087890625000001 0.057421875 0.058789062499999996 3.469446951953614E-18
0.10043945312500001 0.05947265625 0.1 0.10087890625000001 0.058789062499999996 0.060156249999999994 3.469446951953614E-18
0.101318359375 0.05947265625 0.10087890625000001 0.1017578125 0.057421875 0.060156249999999994 -0.009999999999999997
0.10307617187500001 0.056738281249999994 0.1017578125 0.103515625 0.05468749999999999 0.060156249999999994 -0.03
0.10043945312500001 0.06083984375 0.1 0.10087890625000001 0.060156249999999994 0.06152343749999999 3.469446951953614E-18
0.10043945312500001 0.062207031249999996 0.1 0.10087890625000001 0.06152343749999999 0.06289062499999999 3.469446951953614E-18
0.101318359375 0.062207031249999996 0.10087890625000001 0.1017578125 0.060156249999999994 0.06289062499999999 -0.009999999999999997
0.10043945312500001 0.06357421875 0.1 0.10087890625000001 0.06289062499999999 0.06425781249999998 3.469446951953614E-18
0.10043945312500001 0.06494140625 0.1 0.10087890625000001 0.06425781249999998 0.06562499999999999 3.469446951953614E-18
0.101318359375 0.06357421875 0.10087890625000001 0.1017578125 0.06289062499999999 0.06562499999999999 -0.009999999999999997
0.10307617187500001 0.06357421875 0.1017578125 0.103515625 0.060156249999999994 0.06562499999999999 -0.03
0.105712890625 0.05810546874999999 0.103515625 0.10703125 0.05468749999999999 0.06562499999999999 -0.05
0.11186523437500001 0.06083984375 0.10703125 0.1140625 0.04375 0.06562499999999999 -0.09
0.10043945312500001 0.06630859374999999 0.1 0.10087890625000001 0.06562499999999999 0.0669921875 3.469446951953614E-18
0.10043945312500001 0.06767578125 0.1 0.10087890625000001 0.0669921875 0.06835937499999999 3.469446951953614E-18
0.101318359375 0.06630859374999999 0.10087890625000001 0.1017578125 0.06562499999999999 0.06835937499999999 -0.009999999999999997
0.10043945312500001 0.06904296874999999 0.1 0.10087890625000001 0.06835937499999999 0.06972656249999998 3.469446951953614E-18
0.10043945312500001 0.07041015625 0.1 0.10087890625000001 0.06972656249999998 0.07109374999999998 3.469446951953614E-18
0.101318359375 0.06904296874999999 0.10087890625000001 0.1017578125 0.06835937499999999 0.07109374999999998 -0.009999999999999997
0.102197265625 0.06630859374999999 0.1017578125 0.103515625 0.06562499999999999 0.07109374999999998 -0.019999999999999997
0.10043945312500001 0.07177734375 0.1 0.10087890625000001 0.07109374999999998 0.07246093749999999 3.469446951953614E-18
0.10043945312500001 0.07314453124999999 0.1 0.10087890625000001 0.07246093749999999 0.073828125 3.469446951953614E-18
0.101318359375 0.07177734375 0.10087890625000001 0.1017578125 0.07109374999999998 0.073828125 -0.009999999999999997
0.10043945312500001 0.07451171875 0.1 0.10087890625000001 0.073828125 0.0751953125 3.469446951953614E-18
0.10043945312500001 0.07587890624999999 0.1 0.10087890625000001 0.0751953125 0.07656249999999999 3.469446951953614E-18
0.101318359375 0.07451171875 0.10087890625000001 0.1017578125 0.073828125 0.07656249999999999 -0.009999999999999997
0.102197265625 0.07451171875 0.1017578125 0.103515625 0.07109374999999998 0.07656249999999999 -0.019999999999999997
0.105712890625 0.07041015625 0.103515625 0.10703125 0.06562499999999999 0.07656249999999999 -0.05
0.10043945312500001 0.07724609375 0.1 0.10087890625000001 0.07656249999999999 0.07792968749999998 3.469446951953614E-18
0.10043945312500001 0.07861328125 0.1 0.10087890625000001 0.07792968749999998 0.07929687499999999 3.469446951953614E-18
0.101318359375 0.07861328125 0.10087890625000001 0.1017578125 0.07656249999999999 0.07929687499999999 -0.009999999999999997
0.10043945312500001 0.07998046874999999 0.1 0.10087890625000001 0.07929687499999999 0.0806640625 3.469446951953614E-18
0.10043945312500001 0.08134765625 0.1 0.10087890625000001 0.0806640625 0.08203125 3.469446951953614E-18
0.101318359375 0.07998046874999999 0.10087890625000001 0.1017578125 0.07929687499999999 0.08203125 -0.009999999999999997
0.10307617187500001 0.07861328125 0.1017578125 0.103515625 0.07656249999999999 0.08203125 -0.03
0.10043945312500001 0.08271484374999999 0.1 0.10087890625000001 0.08203125 0.0833984375 3.469446951953614E-18
0.10043945312500001 0.08408203125 0.1 0.10087890625000001 0.0833984375 0.084765625 3.469446951953614E-18
0.101318359375 0.08271484374999999 0.10087890625000001 0.1017578125 0.08203125 0.084765625 -0.009999999999999997
0.10043945312500001 0.08544921875 0.1 0.10087890625000001 0.084765625 0.08613281249999999 3.469446951953614E-18
0.10043945312500001 0.08681640624999999 0.1 0.10087890625000001 0.08613281249999999 0.0875 3.469446951953614E-18
0.101318359375 0.08544921875 0.10087890625000001 0.1017578125 0.084765625 0.0875 -0.009999999999999997
0.102197265625 0.08408203125 0.1017578125 0.103515625 0.08203125 0.0875 -0.019999999999999997
0.103955078125 0.07861328125 0.103515625 0.10703125 0.07656249999999999 0.0875 -0.03
0.112744140625 0.07451171875 0.10703125 0.1140625 0.06562499999999999 0.0875 -0.09
0.12241210937500001 0.062207031249999996 0.1140625 0.128125 0.04375 0.0875 -0.09
0.128564453125 6.8359375E-4 0.128125 0.12900390625 0.0 0.0013671875 -0.09
0.129443359375 6.8359375E-4 0.12900390625 0.1298828125 0.0 0.0013671875 -0.09
0.128564453125 0.0020507812499999997 0.128125 0.1298828125 0.0013671875 0.002734375 -0.09
0.13032226562500002 6.8359375E-4 0.1298828125 0.13076171874999998 0.0 0.0013671875 -0.09
0.131201171875 6.8359375E-4 0.13076171874999998 0.13164062499999998 0.0 0.0013671875 -0.09
0.13032226562500002 0.0020507812499999997 0.1298828125 0.13164062499999998 0.0013671875 0.002734375 -0.09
0.128564453125 0.0047851562499999995 0.128125 0.13164062499999998 0.002734375 0.00546875 -0.09
0.132080078125 6.8359375E-4 0.13164062499999998 0.13251953125 0.0 0.0013671875 -0.09
0.132958984375 6.8359375E-4 0.13251953125 0.13339843749999997 0.0 0.0013671875 -0.09
0.132958984375 0.0020507812499999997 0.13164062499999998 0.13339843749999997 0.0013671875 0.002734375 -0.09
0.133837890625 6.8359375E-4 0.13339843749999997 0.13427734374999997 0.0 0.0013671875 -0.09
0.13471679687500002 6.8359375E-4 0.13427734374999997 0.13515624999999998 0.0 0.0013671875 -0.09
0.13471679687500002 0.0020507812499999997 0.13339843749999997 0.13515624999999998 0.0013671875 0.002734375 -0.09
0.132080078125 0.0047851562499999995 0.13164062499999998 0.13515624999999998 0.002734375 0.00546875 -0.09
0.13471679687500002 0.00888671875 0.128125 0.13515624999999998 0.00546875 0.0109375 -0.09
0.13559570312500002 6.8359375E-4 0.13515624999999998 0.13603515624999998 0.0 0.0013671875 -0.09
0.136474609375 6.8359375E-4 0.13603515624999998 0.1369140625 0.0 0.0013671875 -0.09
0.13559570312500002 0.0020507812499999997 0.13515624999999998 0.1369140625 0.0013671875 0.002734375 -0.09
0.137353515625 6.8359375E-4 0.1369140625 0.13779296875 0.0 0.0013671875 -0.09
0.138232421875 6.8359375E-4 0.13779296875 0.138671875 0.0 0.0013671875 -0.09
0.137353515625 0.0020507812499999997 0.1369140625 0.138671875 0.0013671875 0.002734375 -0.09
0.138232421875 0.0047851562499999995 0.13515624999999998 0.138671875 0.002734375 0.00546875 -0.09
0.13911132812500002 6.8359375E-4 0.138671875 0.13955078125 0.0 0.0013671875 -0.09
0.13999023437500002 6.8359375E-4 0.13955078125 0.1404296875 0.0 0.0013671875 -0.09
0.13999023437500002 0.0020507812499999997 0.138671875 0.1404296875 0.0013671875 0.002734375 -0.09
0.140869140625 6.8359375E-4 0.1404296875 0.14130859375 0.0 0.0013671875 -0.09
0.141748046875 6.8359375E-4 0.14130859375 0.1421875 0.0 0.0013671875 -0.09
0.141748046875 0.0020507812499999997 0.1404296875 0.1421875 0.0013671875 0.002734375 -0.09
0.13911132812500002 0.0047851562499999995 0.138671875 0.1421875 0.002734375 0.00546875 -0.09
0.13911132812500002 0.007519531249999999 0.13515624999999998 0.1421875 0.00546875 0.0109375 -0.09
0.128564453125 0.012988281249999999 0.128125 0.1421875 0.0109375 0.021875 -0.09
0.142626953125 6.8359375E-4 0.1421875 0.14306640625 0.0 0.0013671875 -0.09
0.14350585937500002 6.8359375E-4 0.14306640625 0.14394531249999998 0.0 0.0013671875 -0.09
0.142626953125 0.0020507812499999997 0.1421875 0.14394531249999998 0.0013671875 0.002734375 -0.09
0.14438476562500002 6.8359375E-4 0.14394531249999998 0.14482421874999998 0.0 0.0013671875 -0.09
0.145263671875 6.8359375E-4 0.14482421874999998 0.145703125 0.0 0.0013671875 -0.09
0.145263671875 0.0020507812499999997 0.14394531249999998 0.145703125 0.0013671875 0.002734375 -0.09
0.145263671875 0.0047851562499999995 0.1421875 0.145703125 0.002734375 0.00546875 -0.09
0.146142578125 6.8359375E-4 0.145703125 0.14658203125 0.0 0.0013671875 -0.09
0.147021484375 6.8359375E-4 0.14658203125 0.1474609375 0.0 0.0013671875 -0.09
0.147021484375 0.0020507812499999997 0.145703125 0.1474609375 0.0013671875 0.002734375 -0.09
0.14790039062500002 6.8359375E-4 0.1474609375 0.14833984375 0.0 0.0013671875 -0.09
0.14877929687500002 6.8359375E-4 0.14833984375 0.14921875 0.0 0.0013671875 -0.09
0.14877929687500002 0.0020507812499999997 0.1474609375 0.14921875 0.0013671875 0.002734375 -0.09
0.14790039062500002 0.00341796875 0.145703125 0.14921875 0.002734375 0.00546875 -0.09
0.14350585937500002 0.01025390625 0.1421875 0.14921875 0.00546875 0.0109375 -0.09
0.149658203125 6.8359375E-4 0.14921875 0.15009765625000002 0.0 0.0013671875 -0.09
0.150537109375 6.8359375E-4 0.15009765625000002 0.15097656250000002 0.0 0.0013671875 -0.09
0.149658203125 0.0020507812499999997 0.14921875 0.15097656250000002 0.0013671875 0.002734375 -0.09
0.151416015625 6.8359375E-4 0.15097656250000002 0.15185546875 0.0 0.0013671875 -0.09
0.15229492187500002 6.8359375E-4 0.15185546875 0.152734375 0.0 0.0013671875 -0.09
0.15229492187500002 0.0020507812499999997 0.15097656250000002 0.152734375 0.0013671875 0.002734375 -0.09
0.149658203125 0.0047851562499999995 0.14921875 0.152734375 0.002734375 0.00546875 -0.09
0.15317382812500002 6.8359375E-4 0.152734375 0.15361328125 0.0 0.0013671875 -0.09
0.154052734375 6.8359375E-4 0.15361328125 0.1544921875 0.0 0.0013671875 -0.09
0.15317382812500002 0.0020507812499999997 0.152734375 0.1544921875 0.0013671875 0.002734375 -0.09
0.154931640625 6.8359375E-4 0.1544921875 0.15537109375 0.0 0.0013671875 -0.09
0.155810546875 6.8359375E-4 0.15537109375 0.15625 0.0 0.0013671875 -0.09
0.155810546875 0.0020507812499999997 0.1544921875 0.15625 0.0013671875 0.002734375 -0.09
0.15317382812500002 0.0047851562499999995 0.152734375 0.15625 0.002734375 0.00546875 -0.09
0.15229492187500002 0.01025390625 0.14921875 0.15625 0.00546875 0.0109375 -0.09
0.146142578125 0.019824218749999997 0.1421875 0.15625 0.0109375 0.021875 -0.09
0.14438476562500002 0.036230468749999994 0.128125 0.15625 0.021875 0.04375 -0.09
0.14877929687500002 0.049902343749999994 0.128125 0.15625 0.04375 0.0875 -0.09
0.10043945312500001 0.08818359375 0.1 0.10087890625000001 0.0875 0.0888671875 3.469446951953614E-18
0.10043945312500001 0.08955078124999999 0.1 0.10087890625000001 0.0888671875 0.09023437499999999 3.469446951953614E-18
0.101318359375 0.08818359375 0.10087890625000001 0.1017578125 0.0875 0.09023437499999999 -0.009999999999999997
0.10043945312500001 0.09091796875 0.1 0.10087890625000001 0.09023437499999999 0.09160156249999998 3.469446951953614E-18
0.10043945312500001 0.09228515625 0.1 0.10087890625000001 0.09160156249999998 0.09296874999999999 3.469446951953614E-18
0.101318359375 0.09091796875 0.10087890625000001 0.1017578125 0.09023437499999999 0.09296874999999999 -0.009999999999999997
0.102197265625 0.09091796875 0.1017578125 0.103515625 0.0875 0.09296874999999999 -0.019999999999999997
0.10043945312500001 0.09365234374999999 0.1 0.10087890625000001 0.09296874999999999 0.0943359375 3.469446951953614E-18
0.10043945312500001 0.09501953125 0.1 0.10087890625000001 0.0943359375 0.09570312499999999 3.469446951953614E-18
0.101318359375 0.09365234374999999 0.10087890625000001 0.1017578125 0.09296874999999999 0.09570312499999999 -0.009999999999999997
0.10043945312500001 0.09638671874999999 0.1 0.10087890625000001 0.09570312499999999 0.09707031249999998 3.469446951953614E-18
0.10043945312500001 0.09775390625 0.1 0.10087890625000001 0.09707031249999998 0.09843749999999998 3.469446951953614E-18
0.101318359375 0.09775390625 0.10087890625000001 0.1017578125 0.09570312499999999 0.09843749999999998 -0.009999999999999997
0.10307617187500001 0.09365234374999999 0.1017578125 0.103515625 0.09296874999999999 0.09843749999999998 -0.03
0.106591796875 0.09775390625 0.103515625 0.10703125 0.0875 0.09843749999999998 -0.060000000000000005
0.10043945312500001 0.09912109375 0.1 0.10087890625000001 0.09843749999999998 0.09980468749999999 3.469446951953614E-18
0.10043945312500001 0.10048828124999999 0.1 0.10087890625000001 0.09980468749999999 0.10117187499999998 3.469446951953614E-18
0.101318359375 0.09912109375 0.10087890625000001 0.1017578125 0.09843749999999998 0.10117187499999998 -0.009999999999999997
0.10043945312500001 0.10185546875 0.1 0.10087890625000001 0.10117187499999998 0.10253906249999997 3.469446951953614E-18
0.10043945312500001 0.10322265624999999 0.1 0.10087890625000001 0.10253906249999997 0.10390624999999998 3.469446951953614E-18
0.101318359375 0.10322265624999999 0.10087890625000001 0.1017578125 0.10117187499999998 0.10390624999999998 -0.009999999999999997
